名称	入住日期	出行目的	评分	评论文本	shortTexts	score	shortTexts-negative	score-negative
格林豪泰(北京市首都机场第二店)	2018/10/1	商务出差	4	价格公道，接送服务令人满意	"['价格公道', '接送服务令人满意']"	"[0.00047624, 0.00513329]"	[]	[]
格林豪泰(北京市首都机场第二店)	2019/2/1	家庭亲子	4	接送机服务很实用	['接送机服务很实用']	[0.00186937]	[]	[]
格林豪泰(北京市首都机场第二店)	2019/2/1	朋友出游	4.2	还不错??接送机服务。	['还不错??接送机服务']	[0.0139784]	[]	[]
格林豪泰(北京市首都机场第二店)	2019/6/1	代人预订	3.5	服务接机好	['服务接机好']	[0.0179046]	[]	[]
格林豪泰(北京市首都机场第二店)	2019/6/1	情侣出游	4.2	房间着实小	['房间着实小']	[0.908842]	['房间着实小']	[0.908842]
格林豪泰(北京市首都机场第二店)	2019/6/1	独自旅行	3.2	房间太吵了	['房间太吵了']	[0.95672]	['房间太吵了']	[0.95672]
格林豪泰(北京市首都机场第二店)	2018/12/1	情侣出游	1.7	房间空间太小了，价位高	"['房间空间太小了', '价位高']"	"[0.983364, 0.998538]"	"['房间空间太小了', '价位高']"	"[0.983364, 0.998538]"
格林豪泰(北京市首都机场第二店)	2019/4/1	商务出差	4.5	无早餐，有点潮	"['无早餐', '有点潮']"	"[0.865572, 0.996673]"	"['无早餐', '有点潮']"	"[0.865572, 0.996673]"
格林豪泰(北京市首都机场第二店)	2019/3/1	其他	3.5	转机过夜，很一般	"['很一般', '转机过夜']"	"[0.998891, 0.00655671]"	['很一般']	[0.998891]
格林豪泰(北京市首都机场第二店)	2019/1/1	家庭亲子	4.7	离飞机场近夜里吵闹	['离飞机场近夜里吵闹']	[0.383116]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/12/1	其他	2.5	客服无笑容 态度生硬	"['客服无笑容', '态度生硬']"	"[0.999129, 0.998545]"	"['客服无笑容', '态度生硬']"	"[0.999129, 0.998545]"
格林豪泰(北京市首都机场第二店)	2019/5/1	商务出差	4	略有失望了	['略有失望了']	[0.99948]	['略有失望了']	[0.99948]
格林豪泰(北京市首都机场第二店)	2018/11/1	独自旅行	4.2	不错，周边吃饭洗脚都有	"['周边吃饭洗脚都有', '不错']"	"[0.257936, 0.00130619]"	[]	[]
格林豪泰(北京市首都机场第二店)	2019/4/1	商务出差	4	就是离机场近	['就是离机场近']	[0.0196723]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/10/1	商务出差	4.7	性价比好，酒店服务态度点赞	"['性价比好', '酒店服务态度点赞']"	"[0.0001091, 8.45809e-05]"	[]	[]
格林豪泰(北京市首都机场第二店)	2019/10/1	商务出差	4	不好啊	['不好啊']	[0.997969]	['不好啊']	[0.997969]
格林豪泰(北京市首都机场第二店)	2018/12/1	商务出差	4.2	标准的机场过夜酒店	['标准的机场过夜酒店']	[0.0291684]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/9/1	商务出差	4.5	就是飞机声音有点大，没法避免	"['就是飞机声音有点大', '没法避免']"	"[0.88409, 0.994669]"	"['就是飞机声音有点大', '没法避免']"	"[0.88409, 0.994669]"
格林豪泰(北京市首都机场第二店)	2018/10/1	情侣出游	4	花洒有点尴尬，横着喷出去	"['花洒有点尴尬', '横着喷出去']"	"[0.997722, 0.566537]"	"['花洒有点尴尬', '横着喷出去']"	"[0.997722, 0.566537]"
格林豪泰(北京市首都机场第二店)	2019/1/1	商务出差	4	靠近机场，性价比高。	"['靠近机场', '性价比高']"	"[0.0517761, 0.000115398]"	[]	[]
格林豪泰(北京市首都机场第二店)	2019/5/1	商务出差	4.2	距离机场近。	['距离机场近']	[0.0122391]	[]	[]
格林豪泰(北京市首都机场第二店)	2019/5/1	代人预订	3.2	哭啦哭啦的	['哭啦哭啦的']	[0.0100273]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/12/1	商务出差	4.2	还可以，机场附近方便	"['还可以', '机场附近方便']"	"[0.0467517, 0.00795859]"	[]	[]
格林豪泰(北京市首都机场第二店)	2019/4/1	情侣出游	4	还不错、挺方便	"['还不错', '挺方便']"	"[0.00735177, 0.00426638]"	[]	[]
格林豪泰(北京市首都机场第二店)	2018/12/1	商务出差	4	能住就行，我不太讲究	"['我不太讲究', '能住就行']"	"[0.995716, 0.110868]"	['我不太讲究']	[0.995716]
格林豪泰(北京市首都机场第二店)	2019/1/1	其他	4.5	赶飞机临时住一晚	['赶飞机临时住一晚']	[0.0951739]	[]	[]
格林豪泰(北京市首都机场第二店)	2019/2/1	其他	4	没有早餐挺遗憾	['没有早餐挺遗憾']	[0.134726]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/12/1	独自旅行	4	性价比极高，环境不错	"['性价比极高', '环境不错']"	"[0.000104494, 0.0104973]"	[]	[]
格林豪泰(北京市首都机场第二店)	2018/10/1	商务出差	4	环境真的一般，价格不低	"['环境真的一般', '价格不低']"	"[0.925289, 0.992585]"	"['环境真的一般', '价格不低']"	"[0.925289, 0.992585]"
格林豪泰(北京市首都机场第二店)	2019/2/1	家庭亲子	3.5	有接机服务，不错	"['有接机服务', '不错']"	"[0.0836996, 0.00130619]"	[]	[]
格林豪泰(北京市首都机场第二店)	2018/12/1	商务出差	4	天上过飞机 有点吵	"['天上过飞机', '有点吵']"	"[0.0154181, 0.99883]"	['有点吵']	[0.99883]
格林豪泰(北京市首都机场第二店)	2019/1/1	情侣出游	4	比较满意，还不错。	"['还不错', '比较满意']"	"[0.00735177, 0.00382458]"	[]	[]
格林豪泰(北京市首都机场第二店)	2018/9/1	独自旅行	4	外面有烧烤 大门口比较隐蔽	"['外面有烧烤', '大门口比较隐蔽']"	"[0.123665, 0.17555]"	[]	[]
格林豪泰(北京市首都机场第二店)	2018/10/1	商务出差	1	非常糟糕的经历，不推荐	"['非常糟糕的经历', '不推荐']"	"[0.999937, 0.998336]"	"['非常糟糕的经历', '不推荐']"	"[0.999937, 0.998336]"
格林豪泰(北京市首都机场第二店)	2019/3/1	商务出差	3.2	一般一般一般	['一般一般一般']	[0.981471]	['一般一般一般']	[0.981471]
格林豪泰(北京市首都机场第二店)	2018/9/1	商务出差	4	总体感觉不错，空间有点小！	"['总体感觉不错', '空间有点小']"	"[0.000666162, 0.99995]"	['空间有点小']	[0.99995]
格林豪泰(北京市首都机场第二店)	2018/10/1	代人预订	4	服务挺好，乘飞机很方便	"['服务挺好', '乘飞机很方便']"	"[0.0470728, 0.000482483]"	[]	[]
格林豪泰(北京市首都机场第二店)	2018/4/1	代人预订	3	代人预订，只图方便第二天转机，其他不是很理想	"['代人预订', '其他不是很理想', '只图方便第二天转机']"	"[0.0219276, 0.988488, 0.17304]"	['其他不是很理想']	[0.988488]
格林豪泰(北京市首都机场第二店)	2019/1/1	独自旅行	4.7	感觉整体还不错	['感觉整体还不错']	[0.00402164]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/9/1	情侣出游	3.5	赶飞机临时住一晚还不错。	['赶飞机临时住一晚还不错']	[0.0186817]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/12/1	朋友出游	4.5	挺好的还会再来的	['挺好的还会再来的']	[0.00010623]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/10/1	情侣出游	3.7	还好吧，毕竟是连锁酒店	"['还好吧', '毕竟是连锁酒店']"	"[0.222019, 0.0123829]"	[]	[]
格林豪泰(北京市首都机场第二店)	2019/1/1	独自旅行	4	服务好，位置一般。	"['服务好', '位置一般']"	"[0.0154092, 0.390388]"	[]	[]
格林豪泰(北京市首都机场第二店)	2019/1/1	其他	4.7	酒店外边有早餐	['酒店外边有早餐']	[0.0214625]	[]	[]
格林豪泰(北京市首都机场第二店)	2019/2/1	商务出差	4	距离近 位置好	"['距离近', '位置好']"	"[0.0141961, 0.0120742]"	[]	[]
格林豪泰(北京市首都机场第二店)	2019/3/1	商务出差	4	接送机不错	['接送机不错']	[0.000613532]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/11/1	商务出差	3.2	不能免费延迟退房	['不能免费延迟退房']	[0.997572]	['不能免费延迟退房']	[0.997572]
格林豪泰(北京市首都机场第二店)	2019/5/1	其他	3	凑合凑合??	['凑合凑合??']	[0.999986]	['凑合凑合??']	[0.999986]
格林豪泰(北京市首都机场第二店)	2019/3/1	商务出差	4.5	还算不错了	['还算不错了']	[0.00439241]	[]	[]
格林豪泰(北京市首都机场第二店)	2019/1/1	商务出差	4	还不错，有接送	"['还不错', '有接送']"	"[0.00735177, 0.0600027]"	[]	[]
格林豪泰(北京市首都机场第二店)	2019/3/1	情侣出游	4.5	还不错，经济	"['还不错', '经济']"	"[0.00735176, 0.00626664]"	[]	[]
格林豪泰(北京市首都机场第二店)	2018/8/1	商务出差	4	不错的酒店，第二次入住了。	"['不错的酒店', '第二次入住了']"	"[6.0861e-05, 0.00304405]"	[]	[]
格林豪泰(北京市首都机场第二店)	2018/12/1	其他	3.5	隔音是真差啊，吵	['隔音是真差啊']	[0.999494]	['隔音是真差啊']	[0.999494]
格林豪泰(北京市首都机场第二店)	2018/12/1	商务出差	4.5	性价比还算不错	['性价比还算不错']	[0.000762378]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/11/1	商务出差	3.5	价格不错，床也可以	"['价格不错', '床也可以']"	"[0.00295315, 0.00280258]"	[]	[]
格林豪泰(北京市首都机场第二店)	2018/10/1	商务出差	4.5	还不错，继续努力吧	"['还不错', '继续努力吧']"	"[0.00735177, 0.916397]"	['继续努力吧']	[0.916397]
格林豪泰(北京市首都机场第二店)	2018/9/1	家庭亲子	3.7	价位和服务设施配套	['价位和服务设施配套']	[0.0452133]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/12/1	商务出差	1	酒店接机有点慢	['酒店接机有点慢']	[0.103948]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/12/1	商务出差	4	感觉还挺好的吧	['感觉还挺好的吧']	[0.00418207]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/8/1	家庭亲子	4.7	早餐一般，不适合带孩子去	"['不适合带孩子去', '早餐一般']"	"[0.868984, 0.305535]"	['不适合带孩子去']	[0.868984]
格林豪泰(北京市首都机场第二店)	2018/9/1	商务出差	3.2	还可以吧，临时住一晚	"['临时住一晚', '还可以吧']"	"[0.124851, 0.0717562]"	[]	[]
格林豪泰(北京市首都机场第二店)	2019/4/1	朋友出游	3	一般一般。	['一般一般']	[0.96791]	['一般一般']	[0.96791]
格林豪泰(北京市首都机场第二店)	2018/11/1	商务出差	4	这个价格不错了	['这个价格不错了']	[0.0123553]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/9/1	其他	2	没环境卫生条件一般	['没环境卫生条件一般']	[0.991125]	['没环境卫生条件一般']	[0.991125]
格林豪泰(北京市首都机场第二店)	2019/10/1	家庭亲子	4.7	挺好！！！！！！！	['挺好']	[0.00122581]	[]	[]
格林豪泰(北京市首都机场第二店)	2019/2/1	独自旅行	3.5	房子太冷了	['房子太冷了']	[0.966072]	['房子太冷了']	[0.966072]
格林豪泰(北京市首都机场第二店)	2018/9/1	商务出差	4	一分钱一分货吧。还行。	"['一分钱一分货吧', '还行']"	"[0.980796, 0.0613437]"	['一分钱一分货吧']	[0.980796]
格林豪泰(北京市首都机场第二店)	2018/9/1	商务出差	3.7	设施老旧  比较一般	"['设施老旧', '比较一般']"	"[0.997971, 0.988091]"	"['设施老旧', '比较一般']"	"[0.997971, 0.988091]"
格林豪泰(北京市首都机场第二店)	2018/3/1	独自旅行	4.7	还可以，附近有饭店，有个小超市，还可以	"['还可以', '附近有饭店', '有个小超市']"	"[0.0467517, 0.304096, 0.165563]"	[]	[]
格林豪泰(北京市首都机场第二店)	2018/12/1	其他	4.2	周边吃饭方便	['周边吃饭方便']	[0.0710192]	[]	[]
格林豪泰(北京市首都机场第二店)	2019/1/1	商务出差	4.5	早饭一般般	['早饭一般般']	[0.317614]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/10/1	商务出差	3	比较方便到机场	['比较方便到机场']	[0.00667993]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/9/1	代人预订	4	不好，服务态度不好，	"['不好', '服务态度不好']"	"[0.997632, 0.997556]"	"['不好', '服务态度不好']"	"[0.997632, 0.997556]"
格林豪泰(北京市首都机场第二店)	2018/11/1	其他	3	一般设施旧了	['一般设施旧了']	[0.981567]	['一般设施旧了']	[0.981567]
格林豪泰(北京市首都机场第二店)	2018/9/1	商务出差	4.2	安静，距离机场近便	"['安静', '距离机场近便']"	"[0.000116021, 0.0365624]"	[]	[]
格林豪泰(北京市首都机场第二店)	2018/4/1	商务出差	3.7	早餐简单，环境一般，机场旁边不远	"['环境一般', '早餐简单', '机场旁边不远']"	"[0.821485, 0.128849, 0.0776167]"	['环境一般']	[0.821485]
格林豪泰(北京市首都机场第二店)	2018/9/1	朋友出游	4	还不错，性价比可以	"['还不错', '性价比可以']"	"[0.00735177, 0.000205051]"	[]	[]
格林豪泰(北京市首都机场第二店)	2019/3/1	商务出差	3.5	就图个近！	['就图个近']	[0.934311]	['就图个近']	[0.934311]
格林豪泰(北京市首都机场第二店)	2018/11/1	商务出差	4	代人预定，推荐！	"['代人预定', '推荐']"	"[0.0197964, 0.000121974]"	[]	[]
格林豪泰(北京市首都机场第二店)	2018/10/1	朋友出游	4.7	环境不错，很整洁	"['很整洁', '环境不错']"	"[0.00020605, 0.0104973]"	[]	[]
格林豪泰(北京市首都机场第二店)	2018/9/1	情侣出游	3.5	飞机头顶过 噪音大	"['飞机头顶过', '噪音大']"	"[0.102255, 0.999503]"	['噪音大']	[0.999503]
格林豪泰(北京市首都机场第二店)	2018/9/1	商务出差	1.7	送机司机太恶心啦！	['送机司机太恶心啦']	[0.998367]	['送机司机太恶心啦']	[0.998367]
格林豪泰(北京市首都机场第二店)	2018/6/1	朋友出游	3.7	还行吧                                        有免费送机服务嗯	"['还行吧', '有免费送机服务嗯']"	"[0.138524, 0.028196]"	[]	[]
格林豪泰(北京市首都机场第二店)	2018/10/1	商务出差	4.5	没吃早餐，不知道。	"['不知道', '没吃早餐']"	"[0.983526, 0.65384]"	"['不知道', '没吃早餐']"	"[0.983526, 0.65384]"
格林豪泰(北京市首都机场第二店)	2018/6/1	朋友出游	4	离机场近很方便，有车送机	"['离机场近很方便', '有车送机']"	"[0.00229681, 0.0535577]"	[]	[]
格林豪泰(北京市首都机场第二店)	2018/11/1	家庭亲子	3	接车车况不好	['接车车况不好']	[0.986455]	['接车车况不好']	[0.986455]
格林豪泰(北京市首都机场第二店)	2018/5/1	朋友出游	3.2	看中了有送机服务所以选择	['看中了有送机服务所以选择']	[0.0478323]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/8/1	商务出差	4	离机场近，比较方便。	"['离机场近', '比较方便']"	"[0.0188384, 0.0219039]"	[]	[]
格林豪泰(北京市首都机场第二店)	2018/9/1	商务出差	4.7	为什么没有送机？	['为什么没有送机？']	[0.998139]	['为什么没有送机？']	[0.998139]
格林豪泰(北京市首都机场第二店)	2018/5/1	商务出差	4	位置离机场很近，有接送机	"['位置离机场很近', '有接送机']"	"[0.00477099, 0.0740224]"	[]	[]
格林豪泰(北京市首都机场第二店)	2018/11/1	家庭亲子	4.2	这个价位不错	['这个价位不错']	[0.00540489]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/12/1	商务出差	3	没有早餐哟！	['没有早餐哟']	[0.164371]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/10/1	代人预订	4	公司同事出差	['公司同事出差']	[0.0502382]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/12/1	商务出差	3	整体上一般	['整体上一般']	[0.989549]	['整体上一般']	[0.989549]
格林豪泰(北京市首都机场第二店)	2018/12/1	朋友出游	3.7	挺方便的吧	['挺方便的吧']	[0.00765109]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/12/1	情侣出游	4	转机很方便。	['转机很方便']	[0.000218768]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/9/1	情侣出游	4.7	还有接送机服务	['还有接送机服务']	[0.0324458]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/9/1	商务出差	4	还不错，基本满意	"['还不错', '基本满意']"	"[0.00735177, 0.000831199]"	[]	[]
格林豪泰(北京市首都机场第二店)	2018/1/1	独自旅行	4	从美国回来转机，性价比不错，主要是方便	"['性价比不错', '主要是方便', '从美国回来转机']"	"[0.00011803, 0.00438438, 0.00830293]"	[]	[]
格林豪泰(北京市首都机场第二店)	2019/1/1	独自旅行	2	不怎么样，，，	['不怎么样']	[0.999304]	['不怎么样']	[0.999304]
格林豪泰(北京市首都机场第二店)	2018/8/1	家庭亲子	3	总体感觉还可以	['总体感觉还可以']	[0.0108081]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/10/1	商务出差	4	方面快捷，卫生	"['方面快捷', '卫生']"	"[0.00186119, 0.722853]"	['卫生']	[0.722853]
格林豪泰(北京市首都机场第二店)	2018/7/1	商务出差	3	房间太小，服务不错	"['房间太小', '服务不错']"	"[0.981816, 0.0287408]"	['房间太小']	[0.981816]
格林豪泰(北京市首都机场第二店)	2018/8/1	商务出差	3.2	非常一般的体验	['非常一般的体验']	[0.999343]	['非常一般的体验']	[0.999343]
格林豪泰(北京市首都机场第二店)	2018/11/1	商务出差	4.5	没吃早餐啊！	['没吃早餐啊']	[0.641285]	['没吃早餐啊']	[0.641285]
格林豪泰(北京市首都机场第二店)	2018/9/1	商务出差	4	离机场近，方便	"['离机场近', '方便']"	"[0.0188384, 0.00119167]"	[]	[]
格林豪泰(北京市首都机场第二店)	2018/8/1	商务出差	1	服务态度相当差	['服务态度相当差']	[0.999506]	['服务态度相当差']	[0.999506]
格林豪泰(北京市首都机场第二店)	2018/4/1	商务出差	4	机场旁，出差休息，有车接送	"['机场旁', '出差休息', '有车接送']"	"[0.0456375, 0.016149, 0.0847]"	[]	[]
格林豪泰(北京市首都机场第二店)	2018/9/1	独自旅行	4.2	本店服务周到	['本店服务周到']	[0.010305]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/9/1	朋友出游	4	还可以吧，一般	"['还可以吧', '一般']"	"[0.0717563, 0.945612]"	['一般']	[0.945612]
格林豪泰(北京市首都机场第二店)	2019/3/1	商务出差	3	一般吧……	['一般吧']	[0.955422]	['一般吧']	[0.955422]
格林豪泰(北京市首都机场第二店)	2018/10/1	商务出差	2.5	一般般的了	['一般般的了']	[0.919445]	['一般般的了']	[0.919445]
格林豪泰(北京市首都机场第二店)	2018/9/1	商务出差	4	房间干净安静	['房间干净安静']	[0.000935025]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/9/1	情侣出游	3.5	飞机头顶路过	['飞机头顶路过']	[0.11322]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/8/1	朋友出游	4.7	离机场相当近	['离机场相当近']	[0.0014768]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/10/1	商务出差	4.7	挺好的，不错	"['挺好的', '不错']"	"[0.00084626, 0.00130619]"	[]	[]
格林豪泰(北京市首都机场第二店)	2018/8/1	家庭亲子	4.2	周边环境一般	['周边环境一般']	[0.685539]	['周边环境一般']	[0.685539]
格林豪泰(北京市首都机场第二店)	2018/6/1	商务出差	3	离机场近 其他一般	"['离机场近', '其他一般']"	"[0.0188384, 0.882192]"	['其他一般']	[0.882192]
格林豪泰(北京市首都机场第二店)	2018/9/1	商务出差	4.5	房间有点小	['房间有点小']	[0.0593485]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/9/1	其他	4	WiFi 偶尔不稳定	"['WiFi', '偶尔不稳定']"	"[0.165034, 0.995593]"	['偶尔不稳定']	[0.995593]
格林豪泰(北京市首都机场第二店)	2018/9/1	其他	4.7	服务很满意	['服务很满意']	[0.00370127]	[]	[]
格林豪泰(北京市首都机场第二店)	2019/1/1	其他	4	还可以。。	['还可以']	[0.0467517]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/10/1	商务出差	3	乾淨舒服。	['乾淨舒服']	[0.00529104]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/8/1	独自旅行	1.2	不满意，不好	"['不好', '不满意']"	"[0.997632, 0.995927]"	"['不好', '不满意']"	"[0.997632, 0.995927]"
格林豪泰(北京市首都机场第二店)	2018/8/1	商务出差	4.2	室内潮气大	['室内潮气大']	[0.989345]	['室内潮气大']	[0.989345]
格林豪泰(北京市首都机场第二店)	2018/7/1	商务出差	2.2	真的很一般	['真的很一般']	[0.999314]	['真的很一般']	[0.999314]
格林豪泰(北京市首都机场第二店)	2018/9/1	朋友出游	4	一般般吧。	['一般般吧']	[0.935495]	['一般般吧']	[0.935495]
格林豪泰(北京市首都机场第二店)	2020/1/1	家庭亲子	3.2	"Room was okay, pretty normal. The bathroom is entirely plastic, which looked a little weird but also seemed pretty clean. Entrance makes the whole place look a little strange as you kinda gotta go through a strange alley to get to the front door. Service staff wasn't overly friendly, no hint of welcome. Barely talked, just gave me the card and moved on, didn't give any extra info. Cleaning staff was much nicer. Hotel restaurant was closed, for lunch and dinner, not enough people during the holiday. So can only order delivery or walk to other hotels with a restaurant.Overall not super disappointed, but I'd go somewhere else before I tried it again."	"['other', 'hotels', 'strange', 'not', 'entirely', 'tried', 'Entrance', 'restaurant', 'also', 'or', 'normal', 'closed', 'clean', 'holiday', 'front', 'hint', 'gotta', 'nicer', 'friendly', 'talked', 'whole', 'So', 'somewhere', 'it', 'else', 'dinner', 'enough', 'get', 'little', 'Overall', 'and', 'only', 'bathroom', 'delivery', 'looked', 'plastic', 'as', 'weird', 'welcome', 'Service', 'disappointed', 'info', 'pretty', 'card', 'during', 'again', 'Barely', 'any', 'through', 'alley', 'with', 'is', 'go', 'Room', 'kinda', 'seemed', 'before', 'lunch', 'moved', ""wasn't"", 'was', 'super', 'makes', 'me', 'extra', 'okay', 'gave', 'you', ""didn't"", 'walk', 'people', 'much', 'staff', 'but', 'just']"	"[0.00137065, 0.0462689, 0.0656336, 0.462168, 0.0325406, 0.033095, 0.0961826, 0.127677, 0.0115562, 0.0249071, 0.0174241, 0.075132, 0.0176403, 0.00888194, 0.0129997, 0.287705, 0.0356638, 0.0343011, 0.00604652, 0.531096, 0.0483561, 0.600377, 0.0684302, 0.000180477, 0.0375706, 0.0212743, 0.118566, 0.00027303, 0.0087253, 0.0806259, 0.0069367, 0.000539506, 0.0756099, 0.166554, 0.0762802, 0.576351, 0.0199019, 0.00220416, 0.00042407, 0.00519004, 0.0290937, 0.0495437, 0.0010965, 0.0413973, 0.0227298, 0.00223926, 0.0464762, 0.219111, 0.0249126, 0.048524, 0.00128439, 0.00648812, 0.00275613, 0.00509427, 0.00285427, 0.0462077, 0.0441747, 0.0128257, 0.00129364, 0.176801, 0.00912637, 0.000169235, 0.00779935, 0.000412831, 0.0229632, 0.00361905, 0.00443367, 0.00720338, 0.107889, 0.00887963, 0.00174205, 0.0150389, 0.0180044, 0.316763, 0.00416213]"	"['talked', 'So', 'plastic']"	"[0.531096, 0.600377, 0.576351]"
格林豪泰(北京市首都机场第二店)	2018/10/1	家庭亲子	4	离T2很近	['离T2很近']	[0.00375387]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/1/1	代人预订	3.7	还好  卫生好就好！	"['还好', '卫生好就好']"	"[0.173751, 0.529897]"	['卫生好就好']	[0.529897]
格林豪泰(北京市首都机场第二店)	2018/1/1	家庭亲子	4.7	接机很周到	['接机很周到']	[0.000433209]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/9/1	家庭亲子	2.2	Poor service. Poor reception. Fair room. Clean toilet. But a bug in room.	"['reception', 'Poor', 'room', 'toilet', 'in', 'Clean', 'service', 'Fair', 'But', 'bug']"	"[0.0443293, 0.00603723, 0.0110261, 0.0755935, 0.00692729, 0.118962, 0.256164, 0.022547, 0.0284189, 0.999707]"	['bug']	[0.999707]
格林豪泰(北京市首都机场第二店)	2020/11/1	商务出差	2	替别人定的	['替别人定的']	[0.058579]	[]	[]
格林豪泰(北京市首都机场第二店)	2018/12/1	商务出差	4.5	离机场很近，接送及时方便，经济实惠，大床房比较舒适，只是供暖水管一个晚上都在滴水，好在实在太累，躺下就睡觉了。	"['经济实惠', '好在实在太累', '离机场很近', '接送及时方便', '躺下就睡觉了', '大床房比较舒适', '只是供暖水管一个晚上都在滴水']"	"[0.000280235, 0.732768, 0.00204103, 0.000345865, 0.850967, 0.0583115, 0.868783]"	"['好在实在太累', '躺下就睡觉了', '只是供暖水管一个晚上都在滴水']"	"[0.732768, 0.850967, 0.868783]"
格林豪泰(北京市首都机场第二店)	2021/7/1	商务出差	2	好处是送机，其他的都太差了....马桶一圈上有上一位客人的尿渍，设施及其老旧，没有一次性拖鞋，脏和旧，不太建议选择吧。	"['脏和旧', '设施及其老旧', '其他的都太差了', '没有一次性拖鞋', '不太建议选择吧', '马桶一圈上有上一位客人的尿渍', '好处是送机']"	"[0.997851, 0.998894, 0.99963, 0.623631, 0.99892, 0.859382, 0.58906]"	"['脏和旧', '设施及其老旧', '其他的都太差了', '没有一次性拖鞋', '不太建议选择吧', '马桶一圈上有上一位客人的尿渍', '好处是送机']"	"[0.997851, 0.998894, 0.99963, 0.623631, 0.99892, 0.859382, 0.58906]"
格林豪泰(北京市首都机场第二店)	2021/5/1	商务出差	4.7	距离首都机场T3航站楼开车不到4公里，10-15分钟就到。全天房酒店提供24小时免费接送机服务，非常方便。提前给前台打电话预约接送机，记下司机师傅电话，到了机场给司机师傅打电话确定好位置后接机。在酒店入住时可办理送机登记，每整点送机。我是早上6点的国内航班，预约的4点送机，3点半有叫醒服务，4点10分就到机场了，非常赞???? 。附近吃的地方比较多，也有超市比较方便。因为我凌晨三点半办的退房 没有体验早餐。前台可24小时开发票，5分钟之内搞定。唯一有点小遗憾的是，房间隔音稍微差点，隔壁看电视聊天能听到。整体来说，格林豪泰值得推荐！下次还会选择。	"['预约的4点送机', '4点10分就到机场了', '每整点送机', '到了机场给司机师傅打电话确定好位置后接机', '提前给前台打电话预约接送机', '记下司机师傅电话', '非常方便', '全天房酒店提供24小时免费接送机服务', '唯一有点小遗憾的是', '3点半有叫醒服务', '我是早上6点的国内航班', '前台可24小时开发票', '也有超市比较方便', '10-15分钟就到', '在酒店入住时可办理送机登记', '整体来说', '因为我凌晨三点半办的退房', '没有体验早餐', '5分钟之内搞定', '附近吃的地方比较多', '非常赞????', '房间隔音稍微差点', '距离首都机场T3航站楼开车不到4公里', '隔壁看电视聊天能听到', '下次还会选择', '格林豪泰值得推荐']"	"[0.0281189, 0.288904, 0.0104138, 0.132094, 0.0306883, 0.0915365, 0.000183459, 0.00121549, 0.261982, 0.257643, 0.0789333, 0.615145, 0.0693093, 0.854353, 0.0564499, 0.0519034, 0.989676, 0.750115, 0.00412478, 0.22947, 1.97551e-05, 0.470596, 0.098523, 0.791968, 0.000435592, 0.00188911]"	"['前台可24小时开发票', '10-15分钟就到', '因为我凌晨三点半办的退房', '没有体验早餐', '隔壁看电视聊天能听到']"	"[0.615145, 0.854353, 0.989676, 0.750115, 0.791968]"
格林豪泰(北京市首都机场第二店)	2021/4/1	情侣出游	1	最好别住这个格林豪泰酒店，太垃圾了，一晚上没好好睡，环境特别差，酒店卫生也很差，一进门给人的感觉就很差，太恶心了！	"['太垃圾了', '太恶心了', '酒店卫生也很差', '环境特别差', '最好别住这个格林豪泰酒店', '一进门给人的感觉就很差', '一晚上没好好睡']"	"[0.999998, 0.999995, 0.998924, 0.999276, 0.998464, 0.997917, 0.993145]"	"['太垃圾了', '太恶心了', '酒店卫生也很差', '环境特别差', '最好别住这个格林豪泰酒店', '一进门给人的感觉就很差', '一晚上没好好睡']"	"[0.999998, 0.999995, 0.998924, 0.999276, 0.998464, 0.997917, 0.993145]"
